state,puma12,cbsa20,stab,CBSAName20
48,3303,21340,TX,"El Paso, TX"
48,3304,21340,TX,"El Paso, TX"
48,3305,21340,TX,"El Paso, TX"
48,3306,21340,TX,"El Paso, TX"
48,3400,28660,TX,"Killeen-Temple, TX"
48,3501,28660,TX,"Killeen-Temple, TX"
48,3502,28660,TX,"Killeen-Temple, TX"
48,3601,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,3602,17780,TX,"College Station-Bryan, TX"
48,3700,18620,TX,"Corsicana, TX"
48,3801,47380,TX,"Waco, TX"
48,3802,47380,TX,"Waco, TX"
48,3900,26660,TX,"Huntsville, TX"
48,4000,31260,TX,"Lufkin, TX"
48,4100,99999,TX,[not in a CBSA]
48,4200,13140,TX,"Beaumont-Port Arthur, TX"
48,4301,13140,TX,"Beaumont-Port Arthur, TX"
48,4302,13140,TX,"Beaumont-Port Arthur, TX"
48,4400,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4501,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4502,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4503,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4504,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4601,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4602,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4603,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4604,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4605,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4606,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4607,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4608,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4609,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4610,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4611,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4612,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4613,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4614,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4615,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4616,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4617,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4618,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4619,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4620,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4621,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4622,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4623,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4624,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4625,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4626,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4627,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4628,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4629,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4630,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4631,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4632,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4633,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4634,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4635,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4636,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4637,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4638,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4701,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4702,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4801,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4802,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4803,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4901,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4902,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4903,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4904,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,4905,26420,TX,"Houston-The Woodlands-Sugar Land, TX"
48,5000,13060,TX,"Bay City, TX"
48,5100,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5201,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5202,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5203,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5204,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5301,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5302,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5303,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5304,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5305,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5306,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5307,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5308,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5309,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5400,12420,TX,"Austin-Round Rock-Georgetown, TX"
48,5500,41700,TX,"San Antonio-New Braunfels, TX"
48,5600,38920,TX,"Port Lavaca, TX"
48,5700,41700,TX,"San Antonio-New Braunfels, TX"
48,5800,41700,TX,"San Antonio-New Braunfels, TX"
48,5901,41700,TX,"San Antonio-New Braunfels, TX"
48,5902,41700,TX,"San Antonio-New Braunfels, TX"
48,5903,41700,TX,"San Antonio-New Braunfels, TX"
48,5904,41700,TX,"San Antonio-New Braunfels, TX"
48,5905,41700,TX,"San Antonio-New Braunfels, TX"
48,5906,41700,TX,"San Antonio-New Braunfels, TX"
48,5907,41700,TX,"San Antonio-New Braunfels, TX"
48,5908,41700,TX,"San Antonio-New Braunfels, TX"
48,5909,41700,TX,"San Antonio-New Braunfels, TX"
48,5910,41700,TX,"San Antonio-New Braunfels, TX"
48,5911,41700,TX,"San Antonio-New Braunfels, TX"
48,5912,41700,TX,"San Antonio-New Braunfels, TX"
48,5913,41700,TX,"San Antonio-New Braunfels, TX"
48,5914,41700,TX,"San Antonio-New Braunfels, TX"
48,5915,41700,TX,"San Antonio-New Braunfels, TX"
48,5916,41700,TX,"San Antonio-New Braunfels, TX"
48,6000,23240,TX,"Fredericksburg, TX"
48,6100,37770,TX,"Pearsall, TX"
48,6200,19620,TX,"Del Rio, TX"
48,6301,29700,TX,"Laredo, TX"
48,6302,29700,TX,"Laredo, TX"
48,6400,10860,TX,"Alice, TX"
48,6500,13300,TX,"Beeville, TX"
48,6601,18580,TX,"Corpus Christi, TX"
48,6602,18580,TX,"Corpus Christi, TX"
48,6603,18580,TX,"Corpus Christi, TX"
48,6701,15180,TX,"Brownsville-Harlingen, TX"
48,6702,15180,TX,"Brownsville-Harlingen, TX"
48,6703,15180,TX,"Brownsville-Harlingen, TX"
48,6801,32580,TX,"McAllen-Edinburg-Mission, TX"
48,6802,32580,TX,"McAllen-Edinburg-Mission, TX"
48,6803,32580,TX,"McAllen-Edinburg-Mission, TX"
48,6804,32580,TX,"McAllen-Edinburg-Mission, TX"
48,6805,32580,TX,"McAllen-Edinburg-Mission, TX"
48,6806,32580,TX,"McAllen-Edinburg-Mission, TX"
48,6807,32580,TX,"McAllen-Edinburg-Mission, TX"
48,6900,10860,TX,"Alice, TX"
49,3001,30860,UT,"Logan, UT-ID"
49,5001,25720,UT,"Heber, UT"
49,11001,36260,UT,"Ogden-Clearfield, UT"
49,11002,36260,UT,"Ogden-Clearfield, UT"
49,13001,25720,UT,"Heber, UT"
49,21001,16260,UT,"Cedar City, UT"
49,35001,41620,UT,"Salt Lake City, UT"
49,35002,41620,UT,"Salt Lake City, UT"
49,35003,41620,UT,"Salt Lake City, UT"
49,35004,41620,UT,"Salt Lake City, UT"
49,35005,41620,UT,"Salt Lake City, UT"
49,35006,41620,UT,"Salt Lake City, UT"
49,35007,41620,UT,"Salt Lake City, UT"
49,35008,41620,UT,"Salt Lake City, UT"
49,35009,39340,UT,"Provo-Orem, UT"
49,49001,39340,UT,"Provo-Orem, UT"
49,49002,39340,UT,"Provo-Orem, UT"
49,49003,39340,UT,"Provo-Orem, UT"
49,49004,39340,UT,"Provo-Orem, UT"
49,53001,41100,UT,"St. George, UT"
49,57001,36260,UT,"Ogden-Clearfield, UT"
49,57002,36260,UT,"Ogden-Clearfield, UT"
51,1301,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,1302,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,4101,40060,VA,"Richmond, VA"
51,4102,40060,VA,"Richmond, VA"
51,4103,40060,VA,"Richmond, VA"
51,10701,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,10702,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,10703,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,51010,13720,VA,"Big Stone Gap, VA"
51,51020,13980,VA,"Blacksburg-Christiansburg, VA"
51,51040,13980,VA,"Blacksburg-Christiansburg, VA"
51,51044,40220,VA,"Roanoke, VA"
51,51045,13980,VA,"Blacksburg-Christiansburg, VA"
51,51080,25500,VA,"Harrisonburg, VA"
51,51084,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,51085,25500,VA,"Harrisonburg, VA"
51,51087,16820,VA,"Charlottesville, VA"
51,51089,16820,VA,"Charlottesville, VA"
51,51090,16820,VA,"Charlottesville, VA"
51,51095,31340,VA,"Lynchburg, VA"
51,51096,31340,VA,"Lynchburg, VA"
51,51097,19260,VA,"Danville, VA"
51,51105,40060,VA,"Richmond, VA"
51,51110,25500,VA,"Harrisonburg, VA"
51,51115,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,51120,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,51125,40060,VA,"Richmond, VA"
51,51135,40060,VA,"Richmond, VA"
51,51145,47260,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
51,51154,47260,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
51,51155,47260,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
51,51164,47260,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
51,51165,47260,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
51,51167,47260,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
51,51175,47260,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
51,51186,47260,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
51,51206,40060,VA,"Richmond, VA"
51,51215,16820,VA,"Charlottesville, VA"
51,51224,40060,VA,"Richmond, VA"
51,51225,40060,VA,"Richmond, VA"
51,51235,40060,VA,"Richmond, VA"
51,51244,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,51245,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,51246,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,51255,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,55001,47260,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
51,55002,47260,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
51,59301,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,59302,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,59303,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,59304,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,59305,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,59306,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,59307,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,59308,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51,59309,47900,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
53,100,30300,WA,"Lewiston, ID-WA"
53,1316,38900,WA,"Portland-Vancouver-Hillsboro, OR-WA"
53,10100,13380,WA,"Bellingham, WA"
53,10200,13380,WA,"Bellingham, WA"
53,10300,21260,WA,"Ellensburg, WA"
53,10400,44060,WA,"Spokane-Spokane Valley, WA"
53,10501,44060,WA,"Spokane-Spokane Valley, WA"
53,10502,44060,WA,"Spokane-Spokane Valley, WA"
53,10503,44060,WA,"Spokane-Spokane Valley, WA"
53,10504,44060,WA,"Spokane-Spokane Valley, WA"
53,10600,28420,WA,"Kennewick-Richland, WA"
53,10701,28420,WA,"Kennewick-Richland, WA"
53,10702,28420,WA,"Kennewick-Richland, WA"
53,10703,28420,WA,"Kennewick-Richland, WA"
53,10800,21260,WA,"Ellensburg, WA"
53,10901,49420,WA,"Yakima, WA"
53,10902,16500,WA,"Centralia, WA"
53,11000,16500,WA,"Centralia, WA"
53,11101,38900,WA,"Portland-Vancouver-Hillsboro, OR-WA"
53,11102,38900,WA,"Portland-Vancouver-Hillsboro, OR-WA"
53,11103,38900,WA,"Portland-Vancouver-Hillsboro, OR-WA"
53,11104,31020,WA,"Longview, WA"
53,11200,10140,WA,"Aberdeen, WA"
53,11300,10140,WA,"Aberdeen, WA"
53,11401,36500,WA,"Olympia-Lacey-Tumwater, WA"
53,11402,10140,WA,"Aberdeen, WA"
53,11501,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11502,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11503,36500,WA,"Olympia-Lacey-Tumwater, WA"
53,11504,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11505,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11506,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11507,16500,WA,"Centralia, WA"
53,11601,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11602,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11603,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11604,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11605,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11606,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11607,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11608,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11609,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11610,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11611,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11612,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11613,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11614,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11615,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11616,21260,WA,"Ellensburg, WA"
53,11701,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11702,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11703,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11704,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11705,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11706,42660,WA,"Seattle-Tacoma-Bellevue, WA"
53,11801,14740,WA,"Bremerton-Silverdale-Port Orchard, WA"
53,11802,14740,WA,"Bremerton-Silverdale-Port Orchard, WA"
53,11900,38820,WA,"Port Angeles, WA"
54,100,48260,WV,"Weirton-Steubenville, WV-OH"
54,200,17220,WV,"Clarksburg, WV"
54,300,34060,WV,"Morgantown, WV"
54,400,19060,WV,"Cumberland, MD-WV"
54,500,17220,WV,"Clarksburg, WV"
54,600,16620,WV,"Charleston, WV"
54,700,37620,WV,"Parkersburg-Vienna, WV"
54,800,26580,WV,"Huntington-Ashland, WV-KY-OH"
54,900,16620,WV,"Charleston, WV"
54,1000,16620,WV,"Charleston, WV"
54,1100,99999,WV,[not in a CBSA]
54,1200,13220,WV,"Beckley, WV"
54,1300,16620,WV,"Charleston, WV"
55,100,20260,WI,"Duluth, MN-WI"
55,101,31540,WI,"Madison, WI"
55,102,31540,WI,"Madison, WI"
55,103,31540,WI,"Madison, WI"
55,200,24580,WI,"Green Bay, WI"
55,300,24580,WI,"Green Bay, WI"
55,600,48140,WI,"Wausau-Weston, WI"
55,700,20740,WI,"Eau Claire, WI"
55,800,31540,WI,"Madison, WI"
55,900,29100,WI,"La Crosse-Onalaska, WI-MN"
55,1000,12660,WI,"Baraboo, WI"
55,1001,13180,WI,"Beaver Dam, WI"
55,1300,24580,WI,"Green Bay, WI"
55,1301,24580,WI,"Green Bay, WI"
55,1400,43020,WI,"Shawano, WI"
55,1401,11540,WI,"Appleton, WI"
55,1500,11540,WI,"Appleton, WI"
55,1501,36780,WI,"Oshkosh-Neenah, WI"
55,1600,48140,WI,"Wausau-Weston, WI"
55,1601,44620,WI,"Stevens Point, WI"
55,2400,27500,WI,"Janesville-Beloit, WI"
55,2500,43100,WI,"Sheboygan, WI"
55,10000,16980,WI,"Chicago-Naperville-Elgin, IL-IN-WI"
55,20000,33340,WI,"Milwaukee-Waukesha, WI"
55,30000,39540,WI,"Racine, WI"
55,40101,33340,WI,"Milwaukee-Waukesha, WI"
55,40301,33340,WI,"Milwaukee-Waukesha, WI"
55,40701,33340,WI,"Milwaukee-Waukesha, WI"
55,41001,33340,WI,"Milwaukee-Waukesha, WI"
55,41002,33340,WI,"Milwaukee-Waukesha, WI"
55,41003,33340,WI,"Milwaukee-Waukesha, WI"
55,41004,33340,WI,"Milwaukee-Waukesha, WI"
55,41005,33340,WI,"Milwaukee-Waukesha, WI"
55,50000,27500,WI,"Janesville-Beloit, WI"
55,55101,20740,WI,"Eau Claire, WI"
55,55102,32860,WI,"Menomonie, WI"
55,55103,20740,WI,"Eau Claire, WI"
55,70101,33340,WI,"Milwaukee-Waukesha, WI"
55,70201,33340,WI,"Milwaukee-Waukesha, WI"
55,70301,33340,WI,"Milwaukee-Waukesha, WI"
